request_id,start_time,end_time,queue_time,execution_time,latency
0,1719609356.756403,1719609357.451107,0.013848066329956055,0.6808559894561768,0.6947040557861328
1,1719609357.388335,1719609358.063296,0.010078907012939453,0.6648821830749512,0.6749610900878906
2,1719609358.0190597,1719609358.7852688,0.04478955268859863,0.7214195728302002,0.7662091255187988
3,1719609358.650366,1719609359.3616843,0.010111331939697266,0.7012069225311279,0.7113182544708252
4,1719609359.2815337,1719609360.0271924,0.08071494102478027,0.6649436950683594,0.7456586360931396
5,1719609359.9134336,1719609360.68685,0.11435747146606445,0.6590590476989746,0.7734165191650391
6,1719609360.5442462,1719609361.3490846,0.14322113990783691,0.6616172790527344,0.8048384189605713
7,1719609361.175881,1719609362.1646466,0.17381644248962402,0.8149492740631104,0.9887657165527344
8,1719609361.8077476,1719609362.59285,0.009653806686401367,0.7754485607147217,0.785102367401123
9,1719609362.4388819,1719609363.2573073,0.15456199645996094,0.6638634204864502,0.8184254169464111
10,1719609363.0698788,1719609364.0828564,0.18801045417785645,0.8249671459197998,1.0129776000976562
11,1719609363.7011755,1719609364.4963768,0.009029150009155273,0.7861721515655518,0.795201301574707
12,1719609364.33242,1719609365.3036256,0.1645793914794922,0.8066260814666748,0.971205472946167
13,1719609364.9643683,1719609365.7381902,0.010246038436889648,0.7635757923126221,0.7738218307495117
14,1719609365.5957775,1719609366.3973382,0.14299726486206055,0.6585633754730225,0.801560640335083
15,1719609366.2269459,1719609367.0534816,0.17097020149230957,0.6555655002593994,0.826535701751709
