compute_type,num_workers,batch_size,experiment_type,arrival_rate,num_requests,total_time,successful_requests,average_time_per_request,throughput,average_latency,min_latency,max_latency,latency_90,latency_95,latency_99,model_id,avg_queue_time,avg_execution_time
default,2,2,constant,0.0,16,9.45260453224182,16,0.5907877832651138,1.69265517725043,5.185995832085609,2.0312647819519043,9.422910690307615,9.422424554824827,9.422910690307615,9.422910690307615,stabilityai/stable-diffusion-xl-base-1.0,3.26897606253624,1.9170197695493696
default,2,4,constant,0.0,16,7.847910404205322,16,0.4904944002628326,2.038759258952085,5.239249557256699,3.655281782150269,7.800339698791504,7.799689292907715,7.800339698791504,7.800339698791504,stabilityai/stable-diffusion-xl-base-1.0,2.4072848707437515,2.831964686512947
default,2,8,constant,0.0,16,7.764357566833496,16,0.4852723479270935,2.060698501102804,5.823589071631432,3.959138870239258,7.687812805175781,7.68757176399231,7.687812805175781,7.687812805175781,stabilityai/stable-diffusion-xl-base-1.0,2.009005039930344,3.814584031701088
default,1,1,poisson,0.66,8,5.4691855907440186,8,0.6836481988430023,1.4627406342800109,0.6971859633922577,0.6719889640808105,0.7269768714904785,0.7269768714904785,0.7269768714904785,0.7269768714904785,stabilityai/sd-turbo,0.0295413136482238,0.6676446497440338
default,2,1,poisson,0.66,8,5.388564586639404,8,0.6735705733299255,1.4846254269338222,0.6806403398513794,0.6709914207458496,0.6900122165679932,0.6900122165679932,0.6900122165679932,0.6900122165679932,stabilityai/sd-turbo,0.0169941484928131,0.6636461913585663
default,1,1,poisson,0.66,16,10.87561321258545,16,0.6797258257865906,1.4711814117740525,0.7650363445281982,0.67720627784729,0.8594200611114502,0.8582334518432617,0.8594200611114502,0.8594200611114502,stabilityai/sd-turbo,0.0924649536609649,0.6725713908672333
default,2,1,poisson,0.66,16,10.709137678146362,16,0.6693211048841476,1.494051200093398,0.7123621553182602,0.6589157581329346,0.7786576747894287,0.7751505374908447,0.7786576747894287,0.7786576747894287,stabilityai/sd-turbo,0.055805817246437,0.6565563380718231
default,1,2,poisson,0.66,16,10.83078646659851,16,0.6769241541624069,1.4772703763796868,0.7444641590118408,0.6731035709381104,0.814202070236206,0.8016409873962402,0.814202070236206,0.814202070236206,stabilityai/sd-turbo,0.074482262134552,0.6699818968772888
mps,2,1,poisson,0.66,16,10.705621719360352,16,0.669101357460022,1.49454187897048,0.6926070600748062,0.6636881828308105,0.7317476272583008,0.7312290668487549,0.7317476272583008,0.7317476272583008,stabilityai/sd-turbo,0.0253632962703704,0.6672437638044357
mps,2,1,poisson,0.69,16,11.11973762512207,16,0.6949836015701294,1.4388828711077035,0.7094296514987946,0.6705527305603027,0.7611987590789795,0.7472469806671143,0.7611987590789795,0.7611987590789795,stabilityai/sd-turbo,0.0475013256072998,0.6619283258914948
mps,2,1,poisson,0.69,16,11.224059343338013,16,0.7015037089586258,1.425509212894239,0.7130800634622574,0.6658308506011963,0.7727839946746826,0.7593746185302734,0.7727839946746826,0.7727839946746826,stabilityai/sd-turbo,0.0503369867801666,0.6627430766820908
mps,1,2,poisson,0.69,16,11.516724348068236,16,0.7197952717542648,1.3892839245287456,0.9563354700803756,0.8364782333374023,1.062903642654419,1.0443546772003174,1.062903642654419,1.062903642654419,stabilityai/sd-turbo,0.2428425848484039,0.7134928852319717
mps,1,2,poisson,0.69,16,11.39825177192688,16,0.71239073574543,1.4037240376990894,1.1553377360105517,0.8086869716644287,1.5022921562194824,1.502176284790039,1.5022921562194824,1.5022921562194824,stabilityai/sd-turbo,0.3552890717983246,0.8000486642122269
mps,2,1,poisson,0.69,16,11.171223878860474,16,0.6982014924287796,1.4322513068847464,0.7222508043050766,0.652385950088501,0.8453755378723145,0.8250935077667236,0.8453755378723145,0.8453755378723145,stabilityai/sd-turbo,0.052605926990509,0.6696448773145676
mps,1,2,poisson,0.66,16,10.900964736938477,16,0.6813102960586548,1.4677599997900352,1.1376477479934692,0.8055119514465332,1.471268892288208,1.4687693119049072,1.471268892288208,1.471268892288208,stabilityai/sd-turbo,0.3399767726659775,0.7976709753274918
mps,2,1,poisson,0.63,16,10.386016130447388,16,0.6491260081529617,1.5405329434348554,0.8090438842773438,0.6749610900878906,1.0129776000976562,0.9887657165527344,1.0129776000976562,1.0129776000976562,stabilityai/sd-turbo,0.0900616347789764,0.7189822494983673
mps,1,1,poisson,0.63,16,10.755266189575195,16,0.6722041368484497,1.487643329135674,0.929429054260254,0.6756224632263184,1.184736967086792,1.149691104888916,1.184736967086792,1.184736967086792,stabilityai/sd-turbo,0.264481320977211,0.6649477332830429
mps,1,2,poisson,0.63,16,10.467278718948364,16,0.6542049199342728,1.528573035036895,1.121294945478439,0.8049187660217285,1.4377999305725098,1.4375545978546145,1.4377999305725098,1.4377999305725098,stabilityai/sd-turbo,0.3251837491989136,0.7961111962795258
mps,2,1,poisson,0.63,16,10.274783611297607,16,0.6421739757061005,1.557210409999024,0.7271294444799423,0.670677900314331,0.80080246925354,0.7999436855316162,0.80080246925354,0.80080246925354,stabilityai/sd-turbo,0.05021829903125763,0.6769111454486847
