compute_type,num_workers,batch_size,experiment_type,arrival_rate,num_requests,total_time,successful_requests,average_time_per_request,throughput,average_latency,min_latency,max_latency,latency_90,latency_95,latency_99,model_id,avg_queue_time,avg_execution_time
default,1,1,constant,0.0,8,5.489698648452759,8,0.6862123310565948,1.457274891082547,3.035308837890625,0.6928534507751465,5.37335205078125,5.37335205078125,5.37335205078125,5.37335205078125,stabilityai/sd-turbo,2.365770846605301,0.6695379912853241
default,1,2,constant,0.0,8,3.442718029022217,8,0.4303397536277771,2.323745346717262,2.025130718946457,0.829322099685669,3.219883680343628,3.219883680343628,3.219883680343628,3.219883680343628,stabilityai/sd-turbo,1.2282463908195496,0.7968843281269073
default,1,4,constant,0.0,8,3.1390366554260254,8,0.3923795819282532,2.5485525905444555,2.0513868927955627,1.3766279220581057,2.725791931152344,2.725791931152344,2.725791931152344,2.725791931152344,stabilityai/sd-turbo,0.7059662342071533,1.3454206585884094
default,1,8,constant,0.0,8,3.2835967540740967,8,0.4104495942592621,2.4363527555794,2.49558025598526,2.4946484565734863,2.49678373336792,2.49678373336792,2.49678373336792,2.49678373336792,stabilityai/sd-turbo,0.0372386276721954,2.458341628313065
default,1,1,constant,0.0,8,12.561466693878174,8,1.5701833367347715,0.636868304869112,7.060721307992935,1.575824499130249,12.543481826782228,12.543481826782228,12.543481826782228,12.543481826782228,stabilityai/stable-diffusion-xl-base-1.0,5.496601283550263,1.5641200244426727
default,1,2,constant,0.0,8,6.526753902435303,8,0.8158442378044128,1.2257241684897895,4.078565686941147,1.6459558010101318,6.501409530639648,6.501409530639648,6.501409530639648,6.501409530639648,stabilityai/stable-diffusion-xl-base-1.0,2.46059986948967,1.617965817451477
default,1,4,constant,0.0,8,4.141181707382202,8,0.5176477134227753,1.93181573890828,3.076223194599152,2.059747695922852,4.092811107635498,4.092811107635498,4.092811107635498,4.092811107635498,stabilityai/stable-diffusion-xl-base-1.0,1.0448199212551117,2.03140327334404
default,1,8,constant,0.0,8,3.835258007049561,8,0.479407250881195,2.0859092100962324,3.752854913473129,3.751961469650269,3.7539525032043457,3.7539525032043457,3.7539525032043457,3.7539525032043457,stabilityai/stable-diffusion-xl-base-1.0,0.0345931351184845,3.7182617783546448
default,2,1,constant,0.0,16,9.43012309074402,16,0.5893826931715012,1.6966904722277203,5.164870113134384,1.1884829998016355,9.344032764434814,8.69018268585205,9.344032764434814,9.344032764434814,stabilityai/sd-turbo,4.082192674279213,1.0826774388551712
default,2,2,constant,0.0,16,9.210145711898804,16,0.5756341069936752,1.737214643556532,4.204799652099609,1.833664894104004,9.12523889541626,6.4529805183410645,9.12523889541626,9.12523889541626,stabilityai/sd-turbo,3.0670616924762726,1.1377379596233368
default,2,4,constant,0.0,16,5.845961332321167,16,0.3653725832700729,2.736932232435264,3.4236232340335846,1.398002862930298,5.447314023971558,5.447059869766235,5.447314023971558,5.447314023971558,stabilityai/sd-turbo,2.074283108115196,1.3493401259183884
default,2,8,constant,0.0,16,5.76991605758667,16,0.3606197535991668,2.7730039467319694,3.80013071000576,2.5617384910583496,5.038557052612305,5.038326025009155,5.038557052612305,5.038557052612305,stabilityai/sd-turbo,1.3120882213115692,2.488042488694191
default,2,1,constant,0.0,16,15.334866762161257,16,0.9584291726350784,1.0433739169798306,7.995077654719353,1.7927377223968506,15.31623101234436,13.801702976226808,15.31623101234436,15.31623101234436,stabilityai/stable-diffusion-xl-base-1.0,6.272803276777268,1.7222743779420853
default,2,2,constant,0.0,16,11.633815050125122,16,0.7271134406328201,1.37530121727592,6.855656325817108,2.7952656745910645,11.60705304145813,11.606345891952516,11.60705304145813,11.60705304145813,stabilityai/stable-diffusion-xl-base-1.0,4.381706893444061,2.473949432373047
default,2,4,constant,0.0,16,10.44414496421814,16,0.6527590602636337,1.5319588204507248,6.290955379605293,4.703897714614868,10.426477909088137,8.52700424194336,10.426477909088137,10.426477909088137,stabilityai/stable-diffusion-xl-base-1.0,3.0100226402282715,3.280932739377022
default,2,8,constant,0.0,16,9.73378586769104,16,0.60836161673069,1.6437591927215236,6.984913006424904,6.061553239822388,9.715840101242064,7.650063514709473,9.715840101242064,9.715840101242064,stabilityai/stable-diffusion-xl-base-1.0,1.4387999176979065,5.546113088726997
default,2,1,constant,0.0,16,10.852803230285645,16,0.6783002018928528,1.4742734812836813,5.736727297306061,0.6991639137268066,10.744836330413818,10.077555179595947,10.744836330413818,10.744836330413818,stabilityai/sd-turbo,5.0660350024700165,0.6706922948360443
default,2,2,constant,0.0,16,6.129903793334961,16,0.383118987083435,2.6101551573120587,3.368567109107971,1.2943460941314695,5.912238121032715,5.912004470825195,5.912238121032715,5.912238121032715,stabilityai/sd-turbo,2.295284703373909,1.0732824057340622
default,2,4,constant,0.0,16,7.832825183868408,16,0.4895515739917755,2.0426857008058565,3.770177513360977,1.376985788345337,7.537973880767822,7.5377137660980225,7.537973880767822,7.537973880767822,stabilityai/sd-turbo,2.3789833039045334,1.3911942094564438
default,2,8,constant,0.0,16,5.540553092956543,16,0.3462845683097839,2.887798335574129,3.690616339445114,2.6092300415039062,5.420424938201904,4.679347991943359,5.420424938201904,5.420424938201904,stabilityai/sd-turbo,1.2145632207393646,2.476053118705749
default,2,1,constant,0.0,16,17.408848524093628,16,1.0880530327558515,0.9190728483768584,8.037130042910576,1.618091344833374,17.38738465309143,15.815584659576416,17.38738465309143,17.38738465309143,stabilityai/stable-diffusion-xl-base-1.0,6.461281880736351,1.5758481621742249
