compute_type,num_workers,batch_size,experiment_type,arrival_rate,num_requests,total_time,successful_requests,average_time_per_request,throughput,average_latency,min_latency,max_latency,latency_90,latency_95,latency_99,model_id,avg_queue_time
default,2,1,constant,0.0,8,2.012830972671509,8,0.2516038715839386,3.974501639043285,1.079848289489746,0.2644519805908203,1.89920711517334,1.89920711517334,1.89920711517334,1.89920711517334,stabilityai/sd-turbo,0.8464324474334717
default,2,1,constant,0.0,8,4.942658185958862,8,0.6178322732448578,1.6185622592163982,2.5742727518081665,0.8136250972747803,4.830602169036865,4.830602169036865,4.830602169036865,4.830602169036865,stabilityai/sd-turbo,1.872888594865799
default,2,1,constant,0.0,16,6.514606475830078,16,0.4071629047393799,2.4560194171914755,3.602383360266685,0.7918002605438232,6.38119387626648,6.313614130020142,6.38119387626648,6.38119387626648,stabilityai/sd-turbo,2.8171997517347336
default,2,1,constant,0.0,16,6.962215423583984,16,0.435138463973999,2.2981190650609857,3.616370409727097,0.8077023029327393,6.878122568130493,6.206080198287964,6.878122568130493,6.878122568130493,stabilityai/sd-turbo,2.8433463275432587
default,2,1,constant,0.0,16,9.50644326210022,16,0.5941527038812637,1.6830690047652148,5.183041244745255,1.1684627532958984,9.394814729690552,8.737350940704346,9.394814729690552,9.394814729690552,stabilityai/sd-turbo,4.0969579964876175
default,1,2,constant,0.0,16,6.615255832672119,16,0.4134534895420074,2.4186517354291155,3.634293019771576,0.8231854438781738,6.437981128692627,6.4370715618133545,6.437981128692627,6.437981128692627,stabilityai/sd-turbo,2.831792265176773
default,1,1,constant,0.0,16,10.717276573181152,16,0.669829785823822,1.4929165903993094,5.647583469748497,0.6855089664459229,10.606972217559814,9.9466392993927,10.606972217559814,10.606972217559814,stabilityai/sd-turbo,4.986073091626167
default,1,1,poisson,0.0,16,11.308095932006836,16,0.7067559957504272,1.4149154814572302,0.7153616398572922,0.672278881072998,0.7692909240722656,0.757610559463501,0.7692909240722656,0.7692909240722656,stabilityai/sd-turbo,0.0484954118728637
default,2,1,poisson,0.0,16,11.354255437850952,16,0.7096409648656845,1.409163294553144,0.7255588918924332,0.6777281761169434,0.8317575454711914,0.7689828872680664,0.8317575454711914,0.8317575454711914,stabilityai/sd-turbo,0.0516788363456726
default,1,2,poisson,0.0,16,11.523535966873167,16,0.7202209979295731,1.3884627119657864,1.1586670577526093,0.8054709434509277,1.5107502937316897,1.510359287261963,1.5107502937316897,1.5107502937316897,stabilityai/sd-turbo,0.3605245649814605
default,2,1,poisson,0.0,16,11.367352724075316,16,0.7104595452547073,1.4075396786195469,0.7140319645404816,0.6707110404968262,0.760549783706665,0.7487411499023438,0.760549783706665,0.760549783706665,stabilityai/sd-turbo,0.046556144952774
default,2,1,poisson,0.0,40,28.18324327468872,40,0.704581081867218,1.4192830686709457,0.8693021357059478,0.6814281940460205,1.5897390842437744,1.5300259590148926,1.5592811107635498,1.5897390842437744,stabilityai/sd-turbo,0.1671340346336364
default,2,1,poisson,0.0,40,28.157454252243042,40,0.7039363563060761,1.4205829703803416,0.7193197667598724,0.6657161712646484,0.8431606292724609,0.7700304985046387,0.7935307025909424,0.8431606292724609,stabilityai/sd-turbo,0.050895404815673825
